address,insn,classification,evidence,reason
0x1800520a0,2,library,import MSVCP140.dll!??1_Lockit@std@@QEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x180052110,2,library,import MSVCP140.dll!??1facet@locale@std@@MEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x1800521d0,2,library,import MSVCP140.dll!??1_Lockit@std@@QEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x180053640,2,library,import MSVCP140.dll!??1?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@UEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x1800536e0,2,library,import MSVCP140.dll!??1_Lockit@std@@QEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x180053950,2,library,import MSVCP140.dll!??1?$basic_streambuf@DU?$char_traits@D@std@@@std@@UEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e3b0,1,library,import KERNEL32.dll!CreateFileMappingW | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e3d0,1,library,import KERNEL32.dll!GetCurrentProcess | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e3f0,1,library,import KERNEL32.dll!GetEnvironmentVariableW | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e400,1,library,import KERNEL32.dll!GetModuleFileNameW | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e410,1,library,import KERNEL32.dll!GetModuleHandleW | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e470,1,library,import KERNEL32.dll!MultiByteToWideChar | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e490,1,library,import KERNEL32.dll!Sleep | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e4e0,1,library,import KERNEL32.dll!WideCharToMultiByte | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18002e4f0,1,library,import USER32.dll!MessageBoxW | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x180039f60,1,library,import VERSION.dll!GetFileVersionInfoSizeW | prior=plugin,references spdlog/std/fmt/CLNG import or string -> library code
0x18003a400,1,library,import ole32.dll!CoTaskMemFree | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
0x18004ec0c,1,library,import MSVCP140.dll!??1_Lockit@std@@QEAA@XZ | prior=library,references spdlog/std/fmt/CLNG import or string -> library code
